"Label (Grouping)","Population for whom poverty status is determined","Population for whom poverty status is determined!!AGE","Population for whom poverty status is determined!!AGE!!Under 18 years","Population for whom poverty status is determined!!AGE!!Under 18 years!!Under 5 years","Population for whom poverty status is determined!!AGE!!Under 18 years!!5 to 17 years","Population for whom poverty status is determined!!AGE!!Under 18 years!!Related children of householder under 18 years","Population for whom poverty status is determined!!AGE!!18 to 64 years","Population for whom poverty status is determined!!AGE!!18 to 64 years!!18 to 34 years","Population for whom poverty status is determined!!AGE!!18 to 64 years!!35 to 64 years","Population for whom poverty status is determined!!AGE!!60 years and over","Population for whom poverty status is determined!!AGE!!65 years and over","Population for whom poverty status is determined!!SEX","Population for whom poverty status is determined!!SEX!!Male","Population for whom poverty status is determined!!SEX!!Female","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)","Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, associate's degree","Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Population for whom poverty status is determined!!EMPLOYMENT STATUS","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed!!Male","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed!!Female","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed!!Male","Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed!!Female","Population for whom poverty status is determined!!WORK EXPERIENCE","Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over","Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Worked full-time, year-round in the past 12 months","Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Worked part-time or part-year in the past 12 months","Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Did not work","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level","Population for whom poverty status is determined!!ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Male","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Female","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!15 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!16 to 17 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!18 to 24 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!25 to 34 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!35 to 44 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!45 to 54 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!55 to 64 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!65 to 74 years","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!75 years and over","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Mean income deficit for unrelated individuals (dollars)","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Worked full-time, year-round in the past 12 months","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Worked less than full-time, year-round in the past 12 months","UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Did not work"
"        Margin of Error","±6.1","","±12.0","±8.9","±16.7","±12.0","±5.1","±4.7","±8.0","±4.5","±6.6","","±4.6","±8.1","","±9.5","±10.9","±46.6","±5.2","**","±21.3","±2.8","±7.2","±12.6","","±4.9","±13.6","±7.9","±3.0","±8.3","","±5.6","±5.6","±5.1","±6.6","±25.4","±32.1","±36.8","","±5.8","±6.3","±8.4","±9.1","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±4.9","±6.6","±6.4","**","**","±28.1","±8.4","±2.9","±21.5","±5.5","±17.8","±13.1","(X)","±1.0","±14.2","±12.4"
"ZCTA5 78729","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","27,697","","4,985","1,904","3,081","4,985","20,270","8,696","11,574","3,336","2,442","","14,953","12,744","","20,621","1,338","97","3,100","0","798","1,743","6,164","16,018","","20,420","761","2,638","5,970","11,051","","17,917","17,331","10,083","7,248","586","406","180","","23,112","13,597","4,817","4,698","","986","2,211","3,132","4,246","4,881","8,477","13,061","17,233","7,777","5,058","2,719","0","0","950","3,278","919","1,520","402","415","293","5,677","5,630","1,481","666"
"        Margin of Error","±1,690","","±690","±373","±528","±690","±1,431","±935","±1,048","±498","±463","","±1,169","±944","","±1,400","±545","±72","±729","±26","±373","±641","±987","±1,275","","±1,336","±401","±585","±753","±1,107","","±1,357","±1,318","±1,039","±628","±211","±173","±114","","±1,495","±1,045","±703","±732","","±620","±753","±771","±892","±943","±1,144","±1,499","±1,621","±970","±854","±439","±26","±26","±328","±695","±252","±438","±133","±166","±108","±1,533","±895","±343","±176"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,643","","245","125","120","245","1,347","785","562","100","51","","1,032","611","","522","137","0","635","0","122","227","233","411","","896","163","115","192","426","","628","546","388","158","82","52","30","","1,409","161","460","788","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","591","388","203","0","0","178","77","67","177","41","31","20","(X)","66","378","147"
"        Margin of Error","±741","","±209","±134","±94","±209","±645","±394","±313","±65","±47","","±518","±307","","±211","±87","±26","±562","±26","±108","±311","±145","±186","","±390","±203","±89","±125","±259","","±254","±255","±231","±108","±76","±57","±38","","±639","±105","±219","±560","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±272","±243","±118","±26","±26","±107","±65","±77","±194","±42","±39","±23","(X)","±63","±233","±84"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.9%","","4.9%","6.6%","3.9%","4.9%","6.6%","9.0%","4.9%","3.0%","2.1%","","6.9%","4.8%","","2.5%","10.2%","0.0%","20.5%","-","15.3%","13.0%","3.8%","2.6%","","4.4%","21.4%","4.4%","3.2%","3.9%","","3.5%","3.2%","3.8%","2.2%","14.0%","12.8%","16.7%","","6.1%","1.2%","9.5%","16.8%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","7.6%","7.7%","7.5%","-","-","18.7%","2.3%","7.3%","11.6%","10.2%","7.5%","6.8%","(X)","1.2%","25.5%","22.1%"
"        Margin of Error","±2.6","","±4.0","±6.8","±3.0","±4.0","±3.0","±4.4","±2.6","±1.9","±1.9","","±3.3","±2.3","","±1.0","±6.6","±35.0","±15.9","**","±11.5","±15.6","±2.3","±1.1","","±1.8","±24.3","±3.3","±2.1","±2.3","","±1.4","±1.4","±2.2","±1.5","±14.1","±14.7","±24.4","","±2.7","±0.8","±4.4","±10.7","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±3.3","±4.5","±4.2","**","**","±11.0","±2.0","±8.4","±11.1","±9.9","±8.3","±8.4","(X)","±1.1","±13.1","±10.7"
"ZCTA5 78730","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,527","","2,588","593","1,995","2,588","6,458","1,625","4,833","2,019","1,481","","5,553","4,974","","8,556","118","22","615","141","100","975","2,147","7,138","","7,639","105","638","1,453","5,443","","5,741","5,574","3,641","1,933","167","10","157","","8,199","4,224","1,796","2,179","","239","307","339","388","417","853","1,992","3,625","1,648","1,060","588","0","0","36","616","138","444","267","130","17","N","1,118","391","139"
"        Margin of Error","±1,430","","±716","±531","±446","±716","±850","±411","±675","±395","±328","","±763","±902","","±927","±106","±38","±285","±230","±116","±615","±769","±896","","±813","±100","±287","±493","±659","","±831","±791","±540","±409","±113","±18","±110","","±853","±758","±318","±412","","±236","±287","±292","±304","±304","±377","±487","±1,136","±393","±367","±210","±22","±22","±46","±223","±117","±292","±163","±89","±23","N","±327","±232","±110"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","266","","93","0","93","93","132","27","105","79","41","","102","164","","266","0","0","0","0","0","0","121","145","","146","0","0","128","18","","68","68","41","27","0","0","0","","189","0","68","121","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","65","0","65","0","0","27","0","0","0","38","0","0","(X)","0","27","38"
"        Margin of Error","±241","","±102","±22","±102","±102","±109","±43","±100","±84","±60","","±129","±136","","±241","±22","±22","±22","±22","±22","±22","±145","±140","","±149","±22","±22","±144","±28","","±75","±75","±60","±43","±22","±22","±22","","±164","±22","±75","±112","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±73","±22","±73","±22","±22","±43","±22","±22","±22","±60","±22","±22","(X)","±22","±43","±60"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2.5%","","3.6%","0.0%","4.7%","3.6%","2.0%","1.7%","2.2%","3.9%","2.8%","","1.8%","3.3%","","3.1%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","5.6%","2.0%","","1.9%","0.0%","0.0%","8.8%","0.3%","","1.2%","1.2%","1.1%","1.4%","0.0%","0.0%","0.0%","","2.3%","0.0%","3.8%","5.6%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","3.9%","0.0%","11.1%","-","-","75.0%","0.0%","0.0%","0.0%","14.2%","0.0%","0.0%","(X)","0.0%","6.9%","27.3%"
"        Margin of Error","±2.3","","±3.9","±7.3","±5.1","±3.9","±1.7","±2.6","±2.1","±4.0","±4.1","","±2.4","±2.7","","±2.8","±30.7","±74.4","±7.1","±26.8","±34.4","±4.5","±6.6","±2.0","","±2.0","±33.3","±6.8","±9.7","±0.5","","±1.3","±1.4","±1.7","±2.2","±23.3","±100.0","±24.5","","±2.0","±1.1","±4.2","±5.1","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±4.5","±4.2","±12.5","**","**","±56.2","±7.0","±27.2","±9.6","±22.1","±28.5","±84.6","(X)","±3.9","±11.4","±40.1"
"ZCTA5 78731","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","27,622","","4,828","1,288","3,540","4,811","17,893","7,344","10,549","7,114","4,901","","13,934","13,688","","23,357","268","53","2,417","0","394","1,133","3,236","20,998","","20,947","276","974","3,101","16,596","","15,615","14,976","8,019","6,957","639","496","143","","23,217","10,334","6,260","6,623","","1,468","2,788","3,049","3,808","4,083","6,669","10,071","11,878","8,636","4,496","4,140","0","17","1,234","3,011","749","723","1,186","638","1,078","7,884","3,465","3,101","2,070"
"        Margin of Error","±1,634","","±453","±212","±450","±455","±1,331","±988","±888","±900","±617","","±1,039","±916","","±1,637","±174","±86","±530","±26","±161","±372","±585","±1,690","","±1,435","±131","±283","±547","±1,205","","±1,098","±1,071","±724","±786","±329","±323","±81","","±1,507","±800","±959","±771","","±446","±589","±603","±723","±724","±932","±1,281","±1,506","±1,143","±897","±659","±26","±17","±437","±758","±290","±318","±327","±154","±308","±976","±600","±891","±373"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,412","","320","93","227","303","1,858","1,190","668","417","234","","1,122","1,290","","1,583","29","0","574","0","140","86","475","1,264","","1,539","70","111","453","905","","826","773","348","425","53","47","6","","2,119","82","1,055","982","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1,606","855","751","0","17","463","469","53","208","187","133","76","(X)","31","850","725"
"        Margin of Error","±542","","±132","±46","±111","±132","±474","±341","±236","±138","±111","","±364","±318","","±464","±36","±26","±267","±26","±106","±58","±297","±367","","±436","±56","±64","±220","±353","","±258","±258","±183","±203","±44","±43","±10","","±488","±50","±372","±327","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±413","±332","±213","±26","±17","±178","±267","±62","±148","±112","±79","±64","(X)","±34","±345","±243"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8.7%","","6.6%","7.2%","6.4%","6.3%","10.4%","16.2%","6.3%","5.9%","4.8%","","8.1%","9.4%","","6.8%","10.8%","0.0%","23.7%","-","35.5%","7.6%","14.7%","6.0%","","7.3%","25.4%","11.4%","14.6%","5.5%","","5.3%","5.2%","4.3%","6.1%","8.3%","9.5%","4.2%","","9.1%","0.8%","16.9%","14.8%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","18.6%","19.0%","18.1%","-","100.0%","37.5%","15.6%","7.1%","28.8%","15.8%","20.8%","7.1%","(X)","0.9%","27.4%","35.0%"
"        Margin of Error","±1.9","","±2.7","±3.6","±3.1","±2.6","±2.4","±4.2","±2.1","±2.0","±2.2","","±2.4","±2.3","","±1.9","±13.8","±47.9","±9.4","**","±24.7","±5.5","±8.5","±1.7","","±2.0","±19.6","±7.3","±6.6","±2.0","","±1.6","±1.7","±2.3","±2.9","±7.1","±9.9","±7.3","","±2.0","±0.5","±5.0","±4.5","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±4.1","±6.3","±5.2","**","±84.6","±15.2","±7.6","±8.5","±18.9","±9.8","±10.7","±6.1","(X)","±1.0","±8.9","±9.7"
"ZCTA5 78732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","18,521","","6,123","1,248","4,875","6,123","11,045","2,567","8,478","2,021","1,353","","8,895","9,626","","15,940","440","0","1,411","0","0","730","2,483","13,872","","10,925","146","430","2,051","8,298","","9,669","9,251","5,127","4,124","418","36","382","","13,746","7,096","3,083","3,567","","74","707","1,145","1,145","1,588","1,986","3,006","4,300","2,414","888","1,526","0","0","778","455","165","298","149","193","376","6,484","1,269","607","538"
"        Margin of Error","±2,571","","±1,072","±377","±1,016","±1,072","±1,755","±1,142","±1,115","±404","±284","","±1,224","±1,657","","±2,407","±372","±22","±426","±22","±22","±582","±859","±2,321","","±1,178","±127","±247","±447","±1,067","","±1,605","±1,376","±807","±830","±567","±44","±581","","±2,087","±1,207","±862","±863","","±97","±626","±1,103","±1,103","±1,233","±1,260","±1,338","±1,502","±1,088","±426","±1,060","±22","±22","±1,071","±312","±162","±164","±132","±125","±126","±1,182","±602","±599","±189"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","543","","0","0","0","0","526","437","89","28","17","","45","498","","543","0","0","0","0","0","0","24","519","","161","24","0","70","67","","423","41","17","24","382","0","382","","543","24","399","120","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","487","0","487","0","0","382","55","0","50","0","0","0","(X)","24","382","81"
"        Margin of Error","±588","","±22","±22","±22","±22","±586","±585","±100","±53","±32","","±84","±584","","±588","±22","±22","±22","±22","±22","±22","±39","±587","","±132","±39","±22","±85","±86","","±584","±48","±32","±39","±581","±22","±581","","±588","±39","±582","±112","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±585","±22","±585","±22","±22","±581","±64","±22","±87","±22","±22","±22","(X)","±39","±581","±102"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2.9%","","0.0%","0.0%","0.0%","0.0%","4.8%","17.0%","1.0%","1.4%","1.3%","","0.5%","5.2%","","3.4%","0.0%","-","0.0%","-","-","0.0%","1.0%","3.7%","","1.5%","16.4%","0.0%","3.4%","0.8%","","4.4%","0.4%","0.3%","0.6%","91.4%","0.0%","100.0%","","4.0%","0.3%","12.9%","3.4%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.2%","0.0%","31.9%","-","-","49.1%","12.1%","0.0%","16.8%","0.0%","0.0%","0.0%","(X)","1.9%","62.9%","15.1%"
"        Margin of Error","±3.1","","±0.7","±3.5","±0.9","±0.7","±5.0","±18.2","±1.2","±2.6","±2.4","","±1.0","±5.7","","±3.7","±9.7","**","±3.1","**","**","±6.0","±1.8","±4.2","","±1.2","±30.7","±9.9","±4.2","±1.0","","±5.7","±0.5","±0.6","±1.0","±31.4","±58.2","±11.1","","±4.1","±0.6","±17.0","±3.2","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±17.7","±4.9","±20.6","**","**","±16.7","±20.7","±23.6","±27.2","±25.6","±20.6","±11.3","(X)","±3.4","±50.1","±16.6"
"ZCTA5 78733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,696","","2,860","458","2,402","2,860","4,602","548","4,054","1,650","1,234","","4,466","4,230","","6,651","77","0","1,191","16","126","635","899","6,236","","5,591","53","271","964","4,303","","4,058","3,952","2,238","1,714","106","50","56","","6,175","2,919","1,462","1,794","","114","251","447","666","666","1,163","1,702","2,641","720","343","377","0","0","24","47","92","121","276","122","38","N","299","183","238"
"        Margin of Error","±996","","±544","±189","±545","±544","±472","±188","±422","±344","±332","","±477","±625","","±859","±101","±20","±465","±28","±116","±339","±339","±832","","±578","±51","±147","±265","±525","","±405","±388","±267","±231","±64","±47","±42","","±574","±351","±296","±346","","±97","±148","±226","±295","±295","±467","±511","±857","±255","±144","±178","±20","±20","±33","±59","±87","±82","±162","±67","±27","N","±131","±133","±134"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","218","","77","0","77","77","112","0","112","36","29","","161","57","","211","0","0","7","0","0","0","0","211","","141","14","0","6","121","","9","0","0","0","9","0","9","","141","0","36","105","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","88","72","16","0","0","0","0","0","7","71","0","10","(X)","0","9","79"
"        Margin of Error","±152","","±103","±20","±103","±103","±90","±20","±90","±33","±27","","±122","±42","","±152","±20","±20","±10","±20","±20","±20","±20","±152","","±96","±15","±20","±11","±96","","±14","±20","±20","±20","±14","±20","±14","","±96","±20","±39","±97","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±88","±87","±17","±20","±20","±20","±20","±20","±10","±88","±20","±15","(X)","±20","±14","±88"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2.5%","","2.7%","0.0%","3.2%","2.7%","2.4%","0.0%","2.8%","2.2%","2.4%","","3.6%","1.3%","","3.2%","0.0%","-","0.6%","0.0%","0.0%","0.0%","0.0%","3.4%","","2.5%","26.4%","0.0%","0.6%","2.8%","","0.2%","0.0%","0.0%","0.0%","8.5%","0.0%","16.1%","","2.3%","0.0%","2.5%","5.9%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","12.2%","21.0%","4.2%","-","-","0.0%","0.0%","0.0%","5.8%","25.7%","0.0%","26.3%","(X)","0.0%","4.9%","33.2%"
"        Margin of Error","±1.8","","±3.7","±9.4","±4.3","±3.7","±1.9","±7.9","±2.2","±2.0","±2.3","","±2.7","±1.0","","±2.3","±39.8","**","±0.9","±87.2","±29.2","±6.8","±4.9","±2.5","","±1.7","±32.8","±15.3","±1.2","±2.2","","±0.4","±1.1","±2.0","±2.6","±13.6","±49.4","±25.1","","±1.6","±1.5","±2.6","±5.3","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±11.2","±23.4","±5.2","**","**","±71.2","±50.9","±36.2","±9.5","±27.5","±29.9","±34.9","(X)","±13.9","±8.9","±25.6"
"ZCTA5 78734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","19,580","","4,215","727","3,488","4,143","11,670","2,243","9,427","5,357","3,695","","9,770","9,810","","17,361","359","37","453","0","158","1,212","3,261","14,887","","14,738","484","1,515","3,893","8,846","","10,217","9,683","5,242","4,441","534","186","348","","15,879","7,426","3,478","4,975","","499","1,152","1,407","1,977","2,104","4,464","6,389","7,879","2,940","1,631","1,309","10","62","6","155","328","785","919","439","236","9,578","1,463","537","940"
"        Margin of Error","±1,159","","±491","±245","±382","±482","±851","±553","±673","±518","±433","","±727","±697","","±1,094","±337","±41","±232","±22","±143","±569","±811","±1,004","","±894","±314","±434","±592","±693","","±765","±770","±498","±427","±218","±84","±211","","±1,030","±578","±568","±609","","±255","±467","±520","±596","±589","±1,013","±1,163","±1,223","±533","±373","±327","±17","±86","±14","±80","±156","±230","±343","±166","±115","±1,791","±326","±276","±365"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,016","","279","90","189","207","665","128","537","197","72","","368","648","","897","26","0","34","0","9","50","163","772","","712","53","102","209","348","","312","208","49","159","104","0","104","","819","43","298","478","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","468","129","339","10","62","0","12","79","68","185","29","23","(X)","0","148","320"
"        Margin of Error","±423","","±179","±136","±120","±158","±285","±149","±243","±118","±53","","±174","±317","","±425","±40","±22","±34","±22","±14","±43","±127","±402","","±276","±54","±98","±131","±203","","±220","±160","±36","±153","±147","±22","±147","","±345","±43","±194","±250","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±277","±96","±258","±17","±86","±22","±24","±96","±58","±158","±40","±27","(X)","±22","±118","±227"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.2%","","6.6%","12.4%","5.4%","5.0%","5.7%","5.7%","5.7%","3.7%","1.9%","","3.8%","6.6%","","5.2%","7.2%","0.0%","7.5%","-","5.7%","4.1%","5.0%","5.2%","","4.8%","11.0%","6.7%","5.4%","3.9%","","3.1%","2.1%","0.9%","3.6%","19.5%","0.0%","29.9%","","5.2%","0.6%","8.6%","9.6%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","15.9%","7.9%","25.9%","100.0%","100.0%","0.0%","7.7%","24.1%","8.7%","20.1%","6.6%","9.7%","(X)","0.0%","27.6%","34.0%"
"        Margin of Error","±2.0","","±4.1","±17.4","±3.3","±3.7","±2.3","±6.2","±2.5","±2.2","±1.5","","±1.7","±3.0","","±2.3","±15.3","±57.4","±7.9","**","±14.8","±3.8","±4.1","±2.5","","±1.7","±13.5","±5.8","±3.1","±2.2","","±2.0","±1.6","±0.7","±3.3","±23.8","±21.3","±35.1","","±2.0","±0.6","±5.2","±4.4","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","±8.3","±6.5","±15.2","±100.0","±44.3","±100.0","±15.9","±26.6","±7.7","±17.0","±9.1","±10.8","(X)","±3.0","±26.4","±14.7"
"ZCTA5 78735","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
