"Label (Grouping)","Population 16 years and over","Population 16 years and over!!AGE","Population 16 years and over!!AGE!!16 to 19 years","Population 16 years and over!!AGE!!20 to 24 years","Population 16 years and over!!AGE!!25 to 29 years","Population 16 years and over!!AGE!!30 to 34 years","Population 16 years and over!!AGE!!35 to 44 years","Population 16 years and over!!AGE!!45 to 54 years","Population 16 years and over!!AGE!!55 to 59 years","Population 16 years and over!!AGE!!60 to 64 years","Population 16 years and over!!AGE!!65 to 74 years","Population 16 years and over!!AGE!!75 years and over","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino","Population 20 to 64 years","Population 20 to 64 years!!SEX","Population 20 to 64 years!!SEX!!Male","Population 20 to 64 years!!SEX!!Female","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17  years","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children 6 to 17 years only","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level","Population 20 to 64 years!!DISABILITY STATUS","Population 20 to 64 years!!DISABILITY STATUS!!With any disability","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"        Margin of Error","±2.4","","±14.4","±10.8","±5.3","±5.6","±4.6","±8.1","±6.6","±11.0","±6.1","±5.9","","±2.6","±7.9","±17.1","±6.3","**","±14.0","±9.7","±7.2","±2.7","±2.8","","±4.0","±4.1","±7.7","±11.6","±19.9","±7.7","","±13.5","±2.8","","±13.4","","±2.8","±19.0","±6.7","±5.4","±3.5"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.6%","","4.6%","1.8%","4.9%","5.2%","6.1%","7.3%","3.3%","4.5%","14.5%","11.0%","","6.3%","3.0%","0.0%","3.4%","-","8.4%","6.6%","3.3%","7.2%","5.3%","","4.8%","6.0%","3.8%","8.7%","0.0%","2.4%","","35.3%","3.9%","","1.1%","","5.5%","6.9%","2.6%","7.6%","5.1%"
"        Margin of Error","±1.7","","±8.0","±2.5","±3.4","±4.6","±3.0","±7.6","±3.5","±4.8","±11.5","±22.2","","±2.4","±3.0","±17.1","±2.7","**","±11.4","±6.8","±2.7","±2.8","±1.8","","±2.6","±2.6","±3.3","±10.4","±8.4","±2.9","","±15.6","±1.7","","±1.9","","±1.9","±10.6","±2.9","±4.3","±2.6"
"ZCTA5 78728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","17,730","","802","1,082","2,720","2,201","4,796","2,911","889","839","992","498","","11,108","2,719","56","1,536","0","842","1,469","5,090","7,797","15,438","","7,940","7,498","2,574","860","506","1,208","","1,924","13,514","","1,100","","14,356","433","2,856","3,800","7,267"
"        Margin of Error","±1,707","","±405","±370","±589","±484","±1,042","±701","±206","±218","±270","±158","","±1,292","±947","±76","±410","±26","±407","±698","±976","±1,188","±1,546","","±784","±1,029","±602","±310","±195","±498","","±865","±1,419","","±327","","±1,417","±235","±543","±662","±988"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","78.6%","","20.2%","89.4%","95.1%","92.2%","90.2%","75.7%","94.5%","70.4%","22.7%","0.0%","","79.7%","85.1%","100.0%","69.3%","-","61.5%","76.1%","79.6%","78.1%","87.7%","","93.7%","81.4%","74.4%","81.6%","54.7%","77.6%","","73.1%","89.8%","","61.5%","","87.6%","48.5%","79.2%","86.5%","93.8%"
"        Margin of Error","±2.7","","±14.1","±7.6","±2.9","±3.9","±5.0","±8.8","±4.5","±9.4","±7.6","±8.6","","±3.5","±7.6","±46.6","±12.0","**","±17.9","±15.9","±7.0","±4.1","±2.5","","±2.7","±5.3","±8.4","±9.5","±17.6","±13.1","","±14.9","±2.4","","±11.2","","±2.5","±29.9","±8.2","±5.2","±2.4"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","76.2%","","12.2%","89.4%","94.0%","89.1%","88.2%","73.2%","91.0%","64.8%","22.7%","0.0%","","76.7%","83.0%","100.0%","68.7%","-","61.5%","76.1%","75.2%","76.6%","85.5%","","91.6%","79.0%","70.2%","80.7%","50.4%","71.1%","","64.7%","88.4%","","59.7%","","85.2%","32.6%","75.0%","84.7%","92.6%"
"        Margin of Error","±3.0","","±8.7","±7.6","±3.2","±4.5","±5.2","±9.0","±6.6","±11.6","±7.6","±8.6","","±4.0","±8.2","±46.6","±12.0","**","±17.9","±15.9","±7.9","±4.4","±2.6","","±2.8","±5.7","±8.8","±9.7","±17.5","±15.0","","±17.1","±2.5","","±11.3","","±2.7","±22.7","±8.9","±5.7","±2.5"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2.8%","","39.5%","0.0%","1.2%","3.4%","1.9%","3.3%","3.7%","8.0%","0.0%","-","","3.9%","2.0%","0.0%","0.8%","-","0.0%","0.0%","5.6%","1.9%","2.5%","","2.0%","3.0%","5.6%","1.1%","7.9%","8.3%","","11.6%","1.4%","","2.8%","","2.6%","32.9%","5.3%","1.7%","1.3%"
"        Margin of Error","±1.2","","±44.5","±4.5","±1.2","±2.5","±1.7","±4.9","±4.5","±7.2","±18.0","**","","±1.7","±2.2","±46.6","±1.3","**","±8.3","±3.9","±3.8","±1.1","±1.0","","±1.2","±2.1","±5.6","±2.0","±12.4","±11.5","","±9.8","±0.7","","±3.3","","±1.1","±25.1","±5.1","±1.7","±0.9"
"ZCTA5 78729","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","23,112","","1,179","1,513","3,256","3,148","4,937","4,186","1,557","894","1,544","898","","17,413","1,203","90","2,763","0","727","916","4,740","13,782","19,491","","10,860","8,631","2,996","1,204","436","1,356","","960","18,531","","1,549","","17,978","519","2,028","5,493","9,938"
"        Margin of Error","±1,495","","±359","±367","±618","±531","±740","±664","±457","±201","±294","±293","","±1,224","±505","±76","±693","±26","±340","±347","±845","±1,100","±1,320","","±975","±698","±561","±500","±169","±286","","±412","±1,255","","±633","","±1,292","±310","±524","±704","±1,087"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","77.5%","","33.5%","88.3%","95.1%","90.6%","81.2%","90.9%","83.2%","68.9%","32.7%","0.9%","","79.4%","77.6%","90.0%","63.5%","-","77.3%","83.3%","85.9%","77.4%","87.3%","","92.1%","81.2%","81.5%","77.2%","75.9%","87.2%","","54.3%","89.0%","","60.0%","","87.2%","87.3%","79.0%","87.6%","88.6%"
"        Margin of Error","±3.4","","±13.9","±7.0","±3.3","±4.8","±8.6","±5.9","±7.6","±10.7","±10.5","±1.4","","±3.9","±12.1","±20.4","±13.4","**","±14.9","±8.4","±5.2","±4.7","±3.0","","±3.1","±4.4","±5.6","±10.3","±17.5","±7.5","","±17.3","±2.8","","±22.8","","±3.3","±12.0","±10.0","±5.0","±3.3"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","75.0%","","32.1%","82.6%","92.8%","89.5%","78.3%","88.2%","76.8%","66.9%","32.7%","0.9%","","76.7%","75.0%","90.0%","61.4%","-","77.3%","80.8%","82.2%","75.0%","84.3%","","88.5%","79.1%","78.7%","77.2%","74.5%","81.5%","","47.4%","86.3%","","49.8%","","84.5%","77.8%","73.4%","85.7%","86.4%"
"        Margin of Error","±3.3","","±14.2","±8.4","±4.6","±4.9","±8.2","±6.1","±8.6","±10.2","±10.5","±1.4","","±4.1","±12.4","±20.4","±12.9","**","±14.9","±8.7","±6.6","±4.8","±3.0","","±3.5","±4.4","±5.4","±10.3","±17.5","±8.4","","±17.4","±2.9","","±20.6","","±3.2","±15.4","±9.6","±5.0","±3.4"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3.3%","","4.1%","6.5%","2.5%","1.1%","3.6%","2.9%","7.8%","2.9%","0.0%","0.0%","","3.4%","3.3%","0.0%","3.3%","-","0.0%","3.0%","4.3%","3.0%","3.4%","","3.9%","2.6%","3.4%","0.0%","1.8%","6.6%","","12.7%","3.1%","","16.9%","","3.1%","10.8%","7.1%","2.1%","2.5%"
"        Margin of Error","±1.1","","±7.5","±6.6","±3.3","±1.3","±2.4","±2.1","±7.0","±5.0","±8.5","±100.0","","±1.4","±5.5","±38.8","±3.6","**","±7.7","±4.0","±3.2","±1.6","±1.2","","±1.7","±1.6","±3.3","±4.7","±3.9","±6.2","","±11.9","±1.3","","±11.2","","±1.2","±15.0","±6.2","±1.7","±1.1"
"ZCTA5 78730","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,199","","410","150","461","864","1,511","2,145","639","538","1,242","239","","6,748","118","22","599","141","100","471","1,423","5,730","6,308","","3,351","2,957","1,517","307","356","854","","132","6,176","","255","","6,158","69","503","1,189","4,397"
"        Margin of Error","±853","","±179","±101","±169","±349","±409","±510","±195","±216","±328","±142","","±653","±106","±38","±275","±230","±116","±323","±398","±626","±842","","±550","±454","±433","±256","±215","±252","","±109","±861","","±200","","±822","±83","±266","±477","±636"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","70.8%","","24.4%","53.3%","96.3%","95.0%","83.1%","84.1%","68.9%","68.6%","36.0%","19.2%","","67.6%","100.0%","31.8%","86.1%","100.0%","100.0%","77.1%","90.4%","63.7%","82.6%","","97.9%","65.4%","61.3%","75.9%","47.5%","61.8%","","20.5%","84.0%","","100.0%","","83.4%","79.7%","88.1%","79.6%","83.9%"
"        Margin of Error","±5.3","","±13.3","±35.4","±7.7","±4.7","±8.5","±8.3","±13.7","±17.5","±14.2","±16.0","","±5.8","±30.7","±25.2","±11.0","±26.8","±34.4","±16.8","±7.1","±6.4","±4.5","","±2.0","±8.8","±14.3","±26.7","±32.8","±16.4","","±33.1","±4.2","","±16.1","","±4.5","±28.4","±16.2","±12.4","±4.3"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","68.0%","","15.6%","53.3%","96.3%","90.4%","78.1%","81.7%","64.2%","68.6%","36.0%","19.2%","","64.9%","88.1%","31.8%","86.1%","100.0%","100.0%","69.4%","86.8%","60.8%","79.5%","","95.6%","61.3%","56.3%","71.0%","47.5%","54.7%","","20.5%","80.8%","","84.7%","","80.2%","79.7%","80.3%","79.6%","80.3%"
"        Margin of Error","±5.1","","±11.6","±35.4","±7.7","±7.8","±9.4","±8.7","±14.7","±17.5","±14.2","±16.0","","±5.4","±20.9","±25.2","±11.0","±26.8","±34.4","±22.7","±9.6","±6.0","±4.3","","±3.1","±8.2","±13.8","±31.3","±32.8","±18.4","","±33.1","±4.1","","±21.0","","±4.3","±28.4","±17.7","±12.4","±4.5"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2.9%","","36.0%","0.0%","0.0%","1.8%","3.0%","2.8%","6.8%","0.0%","0.0%","0.0%","","2.6%","11.9%","0.0%","0.0%","0.0%","0.0%","9.9%","4.0%","2.8%","2.5%","","0.3%","6.3%","8.2%","6.4%","0.0%","11.6%","","0.0%","2.6%","","0.0%","","2.6%","0.0%","0.0%","0.0%","3.6%"
"        Margin of Error","±1.8","","±44.3","±39.0","±9.6","±3.0","±2.6","±4.5","±8.8","±11.5","±9.6","±51.5","","±1.9","±20.9","±100.0","±8.3","±26.8","±34.4","±16.7","±4.8","±2.4","±1.7","","±0.6","±4.5","±8.2","±15.2","±23.1","±15.5","","±67.2","±1.7","","±18.7","","±1.8","±47.1","±10.5","±4.6","±2.5"
"ZCTA5 78731","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","23,217","","690","1,580","3,000","2,497","3,445","3,037","1,854","2,213","2,394","2,507","","19,887","253","53","2,044","0","289","691","2,463","18,086","17,626","","9,106","8,520","2,790","750","377","1,663","","1,854","15,772","","632","","16,046","227","690","2,155","12,974"
"        Margin of Error","±1,507","","±162","±453","±666","±507","±498","±478","±284","±504","±298","±519","","±1,483","±166","±86","±430","±26","±146","±309","±466","±1,511","±1,338","","±985","±787","±291","±189","±121","±271","","±474","±1,231","","±148","","±1,245","±105","±275","±492","±1,052"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","67.3%","","31.3%","73.5%","88.6%","82.9%","86.4%","84.2%","76.1%","66.3%","38.0%","7.4%","","65.2%","89.7%","100.0%","77.6%","-","82.0%","80.2%","81.3%","63.8%","81.1%","","85.4%","76.6%","76.4%","71.9%","81.4%","77.3%","","42.9%","85.6%","","55.4%","","81.9%","49.8%","82.2%","62.9%","85.6%"
"        Margin of Error","±3.0","","±10.9","±11.3","±7.8","±10.9","±4.9","±4.9","±6.6","±10.8","±7.5","±4.1","","±3.3","±14.4","±47.9","±8.4","**","±14.2","±11.2","±7.9","±3.5","±3.4","","±5.4","±3.8","±5.1","±10.6","±10.8","±6.8","","±11.5","±2.6","","±14.7","","±3.5","±26.8","±10.6","±11.7","±2.7"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","64.5%","","28.8%","68.8%","87.3%","80.3%","83.0%","76.6%","74.8%","63.8%","37.4%","7.4%","","62.0%","89.7%","100.0%","76.9%","-","82.0%","80.2%","77.5%","60.9%","77.7%","","80.1%","75.2%","74.4%","71.9%","81.4%","73.9%","","40.8%","82.0%","","55.1%","","78.6%","49.8%","81.9%","56.8%","82.5%"
"        Margin of Error","±3.2","","±10.6","±12.7","±8.0","±10.8","±5.1","±8.5","±6.7","±11.2","±7.4","±4.1","","±3.4","±14.4","±47.9","±8.7","**","±14.2","±11.2","±8.4","±3.5","±3.9","","±6.2","±3.8","±5.0","±10.6","±10.8","±7.4","","±11.8","±3.2","","±14.7","","±3.9","±26.8","±10.6","±11.3","±3.4"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4.1%","","7.9%","6.5%","1.5%","3.1%","4.0%","9.1%","1.7%","3.7%","1.5%","0.0%","","4.8%","0.0%","0.0%","0.9%","-","0.0%","0.0%","4.7%","4.6%","4.3%","","6.2%","1.9%","2.6%","0.0%","0.0%","4.4%","","4.9%","4.2%","","0.6%","","4.1%","0.0%","0.4%","9.7%","3.6%"
"        Margin of Error","±2.1","","±8.9","±7.4","±1.7","±4.0","±2.3","±9.9","±1.9","±4.2","±2.5","±21.3","","±2.4","±17.9","±47.9","±1.6","**","±17.2","±7.8","±4.6","±2.6","±2.2","","±3.9","±1.2","±2.6","±8.0","±13.6","±4.5","","±4.9","±2.3","","±1.0","","±2.3","±31.6","±0.6","±7.2","±2.6"
"ZCTA5 78732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,760","","1,479","1,342","185","909","2,754","4,305","756","668","699","663","","11,812","321","0","1,178","0","5","444","1,762","10,425","10,919","","5,030","5,889","3,074","500","365","2,209","","526","10,388","","127","","9,577","131","359","1,780","7,307"
"        Margin of Error","±2,087","","±504","±1,079","±127","±439","±423","±996","±286","±279","±263","±155","","±1,832","±340","±22","±370","±22","±11","±518","±683","±1,801","±1,749","","±693","±1,351","±573","±213","±170","±561","","±586","±1,569","","±86","","±1,204","±125","±230","±415","±1,087"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","70.7%","","33.3%","74.5%","100.0%","85.8%","84.1%","82.5%","85.7%","79.0%","31.9%","0.0%","","69.2%","100.0%","-","66.4%","-","0.0%","100.0%","88.1%","67.1%","82.5%","","95.6%","71.3%","72.0%","66.8%","77.8%","72.2%","","80.4%","82.7%","","75.6%","","83.6%","84.0%","87.7%","77.7%","84.9%"
"        Margin of Error","±4.5","","±13.8","±37.0","±21.4","±13.8","±6.6","±7.1","±11.6","±12.0","±14.6","±6.6","","±4.6","±13.1","**","±10.9","**","±100.0","±9.6","±7.9","±5.2","±3.8","","±2.6","±8.5","±10.1","±22.4","±20.1","±11.0","","±37.3","±3.5","","±34.2","","±4.1","±23.0","±16.1","±11.1","±4.5"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","67.2%","","33.3%","46.1%","100.0%","85.8%","84.1%","81.2%","83.2%","76.5%","31.9%","0.0%","","65.2%","100.0%","-","66.4%","-","0.0%","100.0%","84.8%","63.1%","78.2%","","93.8%","64.8%","72.0%","66.8%","77.8%","72.2%","","7.8%","81.8%","","62.2%","","82.7%","84.0%","87.7%","77.7%","83.6%"
"        Margin of Error","±4.3","","±13.8","±19.2","±21.4","±13.8","±6.6","±7.6","±12.2","±12.8","±14.6","±6.6","","±5.4","±13.1","**","±10.9","**","±100.0","±9.6","±9.8","±6.2","±4.6","","±3.2","±7.3","±10.1","±22.4","±20.1","±11.0","","±16.3","±3.6","","±43.7","","±4.3","±23.0","±16.1","±11.1","±4.6"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4.3%","","0.0%","38.2%","0.0%","0.0%","0.0%","0.0%","2.9%","3.2%","0.0%","-","","5.1%","0.0%","-","0.0%","-","-","0.0%","0.0%","6.0%","4.7%","","0.8%","9.1%","0.0%","0.0%","0.0%","0.0%","","90.3%","0.4%","","17.7%","","0.5%","0.0%","0.0%","0.0%","0.6%"
"        Margin of Error","±5.6","","±8.7","±27.0","±21.4","±5.6","±1.9","±1.3","±5.3","±5.6","±18.2","**","","±6.8","±13.1","**","±5.6","**","**","±9.6","±3.0","±7.9","±6.0","","±0.9","±12.1","±2.0","±12.6","±14.6","±2.8","","±27.7","±0.5","","±31.5","","±0.6","±32.2","±13.3","±3.2","±0.7"
"ZCTA5 78733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,175","","497","87","175","128","1,329","1,590","719","416","984","250","","4,960","77","0","812","16","81","229","498","4,657","4,444","","2,092","2,352","1,380","103","263","1,014","","112","4,332","","217","","4,357","52","167","811","3,327"
"        Margin of Error","±574","","±136","±59","±121","±70","±277","±299","±219","±137","±267","±138","","±456","±101","±20","±360","±28","±69","±132","±151","±429","±458","","±248","±275","±216","±84","±83","±225","","±90","±454","","±116","","±462","±49","±94","±238","±418"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","65.7%","","40.2%","77.0%","100.0%","74.2%","74.4%","89.5%","75.1%","60.3%","29.0%","13.2%","","64.8%","85.7%","-","66.4%","100.0%","91.4%","64.6%","77.3%","63.9%","79.7%","","93.7%","67.2%","59.3%","68.0%","75.7%","54.1%","","8.0%","81.5%","","79.7%","","79.7%","73.1%","83.8%","82.6%","78.9%"
"        Margin of Error","±4.5","","±16.9","±28.2","±22.4","±23.0","±10.5","±4.7","±12.1","±16.2","±11.7","±13.2","","±4.9","±11.8","**","±16.2","±87.2","±16.6","±23.7","±12.6","±5.5","±4.0","","±4.6","±7.0","±10.7","±35.8","±17.5","±12.2","","±14.9","±3.8","","±17.1","","±4.0","±33.9","±18.7","±11.3","±4.9"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","64.0%","","40.2%","77.0%","89.1%","74.2%","73.4%","87.2%","72.0%","60.3%","27.5%","13.2%","","63.2%","85.7%","-","63.3%","100.0%","91.4%","64.6%","77.3%","62.2%","77.6%","","91.3%","65.4%","57.5%","68.0%","66.2%","54.1%","","0.0%","79.6%","","71.4%","","77.6%","73.1%","83.8%","80.3%","76.7%"
"        Margin of Error","±4.2","","±16.9","±28.2","±18.3","±23.0","±9.9","±5.1","±12.3","±16.2","±11.0","±13.2","","±4.7","±11.8","**","±14.8","±87.2","±16.6","±23.7","±12.6","±5.2","±3.9","","±4.5","±6.9","±10.5","±35.8","±20.9","±12.2","","±31.8","±3.8","","±20.2","","±4.0","±33.9","±18.7","±11.7","±5.0"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2.6%","","0.0%","0.0%","10.9%","0.0%","1.4%","2.6%","4.1%","0.0%","4.9%","0.0%","","2.5%","0.0%","-","4.6%","0.0%","0.0%","0.0%","0.0%","2.7%","2.6%","","2.6%","2.7%","3.1%","0.0%","12.6%","0.0%","","100.0%","2.4%","","10.4%","","2.6%","0.0%","0.0%","2.8%","2.8%"
"        Margin of Error","±1.5","","±20.0","±42.6","±18.3","±35.5","±2.2","±2.8","±4.0","±16.3","±7.2","±60.7","","±1.6","±43.0","**","±5.5","±87.2","±40.6","±25.8","±11.0","±1.7","±1.7","","±2.3","±2.3","±3.6","±41.7","±15.8","±7.9","","±100.0","±1.6","","±16.9","","±1.7","±56.6","±26.9","±4.6","±2.0"
"ZCTA5 78734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,953","","753","388","771","845","2,569","3,410","1,794","1,662","2,550","1,211","","14,304","257","37","349","0","144","862","1,990","12,983","11,439","","5,679","5,760","2,278","411","387","1,480","","648","10,783","","622","","11,051","398","1,048","2,951","6,654"
"        Margin of Error","±1,030","","±218","±147","±351","±308","±361","±503","±398","±318","±375","±242","","±923","±220","±41","±155","±22","±129","±527","±566","±920","±836","","±564","±463","±275","±175","±160","±208","","±279","±761","","±155","","±801","±282","±396","±471","±642"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","64.0%","","29.3%","69.1%","86.5%","87.2%","83.6%","86.4%","63.9%","68.8%","32.1%","9.8%","","64.7%","71.6%","18.9%","67.0%","-","79.9%","48.5%","59.1%","65.1%","79.2%","","84.1%","74.3%","78.0%","77.9%","69.3%","80.3%","","43.5%","81.4%","","52.4%","","79.5%","58.0%","78.7%","75.8%","82.6%"
"        Margin of Error","±3.2","","±11.2","±19.4","±17.2","±7.2","±6.0","±4.5","±13.2","±7.1","±6.5","±6.8","","±3.5","±15.9","±35.9","±19.6","**","±27.3","±18.1","±11.0","±3.5","±3.7","","±5.5","±5.1","±6.9","±16.8","±17.8","±8.0","","±21.7","±3.7","","±12.5","","±3.6","±20.3","±9.1","±6.8","±4.4"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","60.7%","","28.4%","64.7%","86.5%","82.7%","77.3%","83.5%","54.5%","67.9%","31.2%","9.8%","","61.2%","71.6%","18.9%","65.0%","-","73.6%","46.3%","55.6%","61.7%","74.8%","","81.2%","68.5%","70.4%","77.9%","66.9%","69.3%","","27.5%","77.7%","","49.5%","","75.1%","56.3%","68.0%","69.0%","80.1%"
"        Margin of Error","±3.6","","±11.2","±19.6","±17.2","±8.4","±9.1","±4.7","±12.6","±7.2","±6.5","±6.8","","±4.0","±15.9","±35.9","±19.3","**","±31.3","±16.7","±11.9","±4.1","±4.2","","±5.5","±6.2","±9.4","±16.8","±18.4","±12.3","","±20.3","±3.9","","±12.4","","±4.3","±20.7","±15.1","±9.4","±4.3"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.2%","","3.2%","6.3%","0.0%","5.2%","7.6%","3.4%","14.8%","1.3%","2.9%","0.0%","","5.4%","0.0%","0.0%","3.0%","-","7.8%","4.5%","6.0%","5.2%","5.6%","","3.5%","7.8%","9.7%","0.0%","3.4%","13.8%","","36.9%","4.5%","","5.5%","","5.5%","3.0%","13.6%","9.0%","3.0%"
"        Margin of Error","±2.1","","±4.8","±7.6","±6.5","±5.7","±8.3","±2.2","±9.5","±1.6","±2.4","±30.5","","±2.3","±21.5","±100.0","±4.5","**","±15.5","±6.7","±5.8","±2.7","±2.4","","±1.7","±4.8","±8.5","±13.1","±6.3","±12.5","","±41.9","±1.8","","±6.6","","±2.5","±6.1","±13.1","±7.7","±1.6"
"ZCTA5 78735","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,426","","725","687","1,454","1,767","2,537","2,413","931","1,098","1,734","1,080","","11,967","548","55","1,286","0","188","382","2,435","9,937","10,887","","5,112","5,775","2,055","564","375","1,116","","883","10,003","","420","","10,200","505","806","2,071","6,818"
"        Margin of Error","±1,016","","±220","±267","±324","±423","±458","±362","±230","±255","±376","±241","","±963","±375","±86","±365","±22","±123","±143","±412","±912","±851","","±554","±484","±270","±189","±167","±234","","±333","±840","","±173","","±786","±246","±270","±371","±727"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","71.7%","","41.5%","90.4%","89.6%","84.8%","85.0%","87.9%","81.5%","75.0%","37.0%","10.6%","","69.9%","82.8%","63.6%","82.5%","-","84.0%","69.6%","75.4%","68.6%","85.3%","","92.3%","79.0%","71.5%","68.1%","40.5%","83.7%","","55.3%","87.9%","","82.6%","","84.9%","84.8%","68.7%","88.0%","85.9%"
